product_name,size_raw,price_raw,color,rating_score,count_rate,sold_count,first_comment,short_description,product_url,image_url,price_list,product_type
Cần Tay Gama Seiko Hoàng Long 6H,3m6 | 3m9 | 4m5 | 5m4,1400000 | 1600000 | 1800000 | 2100000,,5.0,1.0,32,Lê Minh Người đánh giá đã mua hàng,"Cần câu tay Gama Seiko Hoàng Long 6H là một mẫu cần câu đài được nhiều cần thủ yêu thích. Độ cứng 6H vật liệu bằng carbon hãng Toray của Nhật Bản, Gama Seiko Hoàng Long 6H là sự lựa chọn tuyệt vời cho cần thủ.
–  Điểm Đặc Biệt :Đối trọng to đầu cần nảy đánh nhanh 
–  Vật liệu sản xuất:Carbon ‘Toray’ Nhật Bản 60T
–  Độ cứng: 6H
–  Điếu tính: 19
Giá chi tiết : 
Cần Tay Gama Seiko – Hoàng Long 6H 3m6 : 1.400.000đ
Cần Tay Gama Seiko – Hoàng Long 6H 3m9 : 1.600.000đ
Cần Tay Gama Seiko – Hoàng Long 6H 4m5 : 1.800.000đ
Cần Tay Gama Seiko – Hoàng Long 6H 5m4 : 2.100.000đ",https://vuadocau.com/gama-seiko-hoang-long-6h/,https://vuadocau.com/wp-content/uploads/2025/11/vuong-quyen-th2.jpg,"[1400000, 1600000, 1800000, 2100000]",khac
Dây cuốn cần câu lure LEO25,nan,75000,,0.0,,0,,"Dây cuốn cần câu lure LEO25 dùng để cuốn cần câu cố định khi di chuyển giúp giảm xô dịch để tránh bị xước hay các hiểm họa gãy cần, khoen.
Thông số:
Quy cách đóng gói: 2 cái
Rộng: 3cm
Dài: 25cm",https://vuadocau.com/day-cuon-can-cau-lure-leo25/,https://vuadocau.com/wp-content/uploads/2023/11/shimano_23_stradic_4000xg.jpg,[75000],moi_cau
Cần Tay Gama Seiko Hoàng Kỳ 6H,3m6 | 4m5 | 5m4,1400000 | 1700000 | 2000000,,0.0,,80,,"Cần cây tay Gama Seiko Hoàng Kỳ độ cứng 6H là một mẫu cần câu đài được rất nhiều cần thủ yêu thích. Sử dụng vật liệu carbon của hãng Toray Nhật Bản có độ nảy cực tốt, trọng lượng nhẹ thích hợp nhiều địa hình.
–  Điểm Đặc Biệt :Đối trọng to đầu cần nảy đánh nhanh 
–  Vật liệu sản xuất:Carbon ‘Toray’ Nhật Bản 60T
–  Độ cứng 5H
–  Điếu tính 28
Giá chi tiết : 
Cần tay GAMA-SEIKO Hoàng Kỳ 6H 3m6 : 1.400.000đ
Cần tay GAMA-SEIKO Hoàng Kỳ 6H 4m5 : 1.700.000đ
Cần tay GAMA-SEIKO Hoàng Kỳ 6H 5m4 : 2.000.000đ",https://vuadocau.com/gama-seiko-hoang-ky-6h/,https://vuadocau.com/wp-content/uploads/2025/11/vuong-quyen-th2.jpg,"[1400000, 1700000, 2000000]",khac
"X10 Bộ Dây Thun Cao Su Dẹt 2 Lớp Dày 1,2mm",nan,100000,,0.0,,250,,"Thun cao su 2 lớp dày 1,2 mm lực co giãn cực mạnh và độ bền cực cao. 
Thông số:
–  Dày 1,2mm
–  Rộng 2cm ở gốc, 1,8cm ở ngọn",https://vuadocau.com/10-bo-day-thun-cao-su-2-lop/,https://vuadocau.com/wp-content/uploads/2025/07/na-go-mun-beo-1.jpg,[100000],day_cuoc
Combo Cần Câu Máy LEO,can-2m1-may-4000 | can-2m4-may-3000 | can-2m4-may-5000 | can-2m1-may-2000 | can-2m1-may-3000 | can-2m4-may-4000,615000 | 700000 | 730000 | 740000 | 760000,,0.0,,154,,"Bộ combo lancer thích hợp câu lăng xê, ngâm phù hợp câu địa hình tự nhiên. Máy và cần carbon siêu bền và nhẹ giá phải chăng.
Bộ Combo : 
–  Cần 2m1 + Máy 3000 + Dây Cước Linhue – Giá 700.000 vnđ + Quà tặng: 2 bộ lancer  + Túi 5 viên chì + 2 chuông báo cá
–  Cần 2m1 + Máy 4000 + Dây cước Linhue Giá 710.000 vnđ + Quà tặng: 2 bộ lancer  + Túi 5 viên chì + 2 chuông báo cá
–  Cần 2m1 + Máy 4000 + Dây cước Linhue Giá 730.000 vnđ + Quà tặng: 2 bộ lancer  + Túi 5 viên chì + 2 chuông báo cá
hoặc 
–  Cần 2m4 + Máy 4000 + Dây cước Linhue – Giá 750.000 vnđ + Quà tặng: 2 bộ lancer  + Túi 5 viên chì + 2 chuông báo cá
–  Cần 2m4 + Máy 3000 + Dây cước Linhue – Giá 740.000 vnđ + Quà tặng: 2 bộ lancer  + Túi 5 viên chì + 2 chuông báo cá
–  Cần 2m4 + Máy 5000 + Dây cước Linhue – Giá 760.000 vnđ + Quà tặng: 2 bộ lancer  + Túi 5 viên chì + 2 chuông báo cá
Xem chi tiết tại đây",https://vuadocau.com/combo-can-cau-may-leo/,https://vuadocau.com/wp-content/uploads/2025/08/combo4k-CN06-00169.jpg,"[615000, 700000, 730000, 740000, 760000]",can_cau_may
Lưỡi Móc Mồi Mềm Decoy Worm 30 Makisasu Worm Hooks,2-0-2 | 2-0,110000,,0.0,,459,,"Lưỡi Móc Mồi Mềm Decoy Worm 30 Makisasu Worm Hooks siêu cứng, siêu bén thích hợp câu cá lóc cá chẽm.
Kích thước: # 2.0
– Quy cách: 5 lưỡi trong 1 gói
Kích thước: # 2/0
– Quy cách: 4 lưỡi trong 1 gói",https://vuadocau.com/luoi-moc-moi-mem-decoy-worm-30-makisasu-worm-hooks/,https://vuadocau.com/wp-content/uploads/2025/08/luoi-cau-moi-bien-3.jpg,[110000],moi_cau
Ná Cao Su Quỷ Vương Hợp Kim Nhôm Siêu Bền,nan,175000,,0.0,,138,,"Ná Cao Su Quỷ Vương làm bằng hợp kim nhôm đúc nguyên khối với thiết kế cân đối và chuẩn xác giúp lực bắn chuẩn xác và cực mạnh, không han gỉ vĩnh cửu với thời gian.
Thông số: 
–  Dài 11,5cm, Rộng 8cm
–  Chất liệu: Ná được đúc bằng hợp kim nhôm nguyên khối không gỉ sét.
–  Thân và tay cầm được cuốn dù sinh tồn tạo cảm giác mạnh mẽ và cá tính. 
–  Thiết kế chuẩn xác và tinh tế giúp đạn đi xa và chính xác. 
Tặng kèm: 
–  2 thun cao su lực co giãn siêu mạnh ( Trị giá 30.000) 
–  Túi bi bắn ná đường kính 8mm (Trị giá 20.000) 
Giao hàng:
–  Giao hàng COD toàn quốc 3 – 4 ngày
–  Phí giao hàng từ 25000 – 35000 tuỳ từng khu vực. 
Bảo hành: 
–  Đền 100% tiền nếu trong quá trình sử dụng có bất kỳ hỏng hóc nào phát sinh.",https://vuadocau.com/na-cao-su-quy-vuong-hop-kim-nhom-sieu-ben/,https://vuadocau.com/wp-content/uploads/2025/07/na-go-mun-beo-1.jpg,[175000],khac
Set 10 Chì Câu Drop Shot Rig Mồi Mềm,nan,50000,,0.0,,1558,,"Set 10 Chì Câu Drop Shot Rig Mồi Mềm
Số lượng: 10 cái
Loại: 10g
Chất liệu: chì",https://vuadocau.com/set-10-chi-cau-drop-shot-rig-moi-mem/,https://vuadocau.com/wp-content/uploads/2024/01/chi-moc-moi-mem-05.jpg,[50000],moi_cau
Mỡ tra nhông Bionic GREASE EX,nan,280000,,5.0,1.0,75,Lại Xuân Trường Người đánh giá đã mua hàng,Mỡ đỏ Bionic GREASE EX chuyên dùng cho nhông chính máy ngang. Loại bỏ hết bụi bẩn và mỡ cũ sau đó dùng cọ bôi lên nhông chính. Tác dụng làm êm và giảm mài mòn nhông.,https://vuadocau.com/mo-tra-nhong-bionic-grease-ex/,https://vuadocau.com/wp-content/uploads/2023/10/mo-daiwa-104-1.jpg,[280000],khac
Dây PE WFT KG Strong,nan,1250000,,0.0,,99,,"Dây PE WFT KG Strong dòng dây cao cấp từ thương hiệu dây câu hàng đẩu của Đức, chuyền giành cho cần thủ câu lure hạng nặng chinh phục cá thu, cá ngừ … ngoài khơi.
Size: 0,22mm – Dài 150m – Giá bán: 1.250.000 vnđ",https://vuadocau.com/day-pe-wft-kg-strong/,https://vuadocau.com/wp-content/uploads/2021/07/Quang-My-Ly-7h-300x300.jpg,[1250000],day_cuoc
Nhái Hơi Câu Lure F45 TNTLure,mau-xanh | mau-den | mau-do | mau-vang,100000,mau-xanh | mau-den | mau-do | mau-vang,0.0,,57,,"Nhái hơi câu lure cá lóc F45 by TNTLure một sản phẩm tuyệt vời của thương hiệu Việt, action hấp dẫn và khả năng đóng cá cực tốt là ưu điểm tuyệt vời của con mồi này.
Thông số:
Kích Thước: 45mm
Trọng lượng: 8gr
Made in Vietnam",https://vuadocau.com/nhai-hoi-cau-lure-f45-tntlure/,https://vuadocau.com/wp-content/uploads/2024/08/coc-1.jpg,[100000],moi_cau
Máy Câu Đứng Daiwa MG S,2000 | 2500 | 3000 | 4000,630000 | 640000 | 650000 | 770000,,4.8,10.0,68,Minh Đức Người đánh giá đã mua hàng,"Daiwa MG S có nhiều kích cỡ (size) từ 2000 đến 5000, đáp ứng nhu cầu câu cá từ nhẹ đến trung bình. Dưới đây là thông số chi tiết của các model phổ biến:
Model 2000:
Trọng lượng: 250g
Tỉ số truyền (Gear Ratio): 5.3:1
Lực hãm tối đa (Drag): 2kg
Tốc độ thu dây: 71cm/vòng
Sức chứa dây: Nylon 0.30mm/85m
Số vòng bi: 2+1 (2 bạc đạn + 1 con lăn)
Model 2500:
Trọng lượng: 285g
Tỉ số truyền: 5.3:1
Lực hãm tối đa: 4kg
Tốc độ thu dây: 80cm/vòng
Sức chứa dây: Nylon 0.30mm/130m
Số vòng bi: 2+1
Model 3000:
Trọng lượng: 280g
Tỉ số truyền: 5.3:1
Lực hãm tối đa: 4kg
Tốc độ thu dây: 82cm/vòng
Sức chứa dây: Nylon 0.28mm/220m, 0.30mm/185m, 0.32mm/155m
Số vòng bi: 2+1
Model 4000:
Trọng lượng: 415g
Tỉ số truyền: 5.3:1
Lực hãm tối đa: 6kg
Tốc độ thu dây: 95cm/vòng
Sức chứa dây: Nylon 0.30mm/270m, 0.32mm/240m, 0.35mm/190m
Số vòng bi: 2+1",https://vuadocau.com/may-cau-dung-daiwa-mg-s/,https://vuadocau.com/wp-content/uploads/2025/12/regal24-3000scxh.jpg,"[630000, 640000, 650000, 770000]",may_cau_dung
Dây Dù Câu Lure PE Noeby X8 Infinite II 100m,1-5 | 2-0 | 2-5,180000,,0.0,,95,,"Dây dù PE Noeby X8 Infinite II là một dòng sản phẩm của hãng Noeby đang được rất nhiều cần thủ Việt Nam tin dùng. Dây có cấu trúc bện 8 lõi, sợi mềm rất dai và mịn thích hợp câu lure, câu lăng xê.
Bạn có thể chọn mua cuộn Infinite II 150m tại đây
THÔNG SỐ:
Tên: Infinite II
Đóng gói: 6 cuộn nối liền, mỗi cuộn 100m. 
–  PE 100m – 1.5 — 22lb – 0.205mm
–  PE 100m – 2.0 — 29lb – 0.234mm
–  PE 100m – 2.5 — 35lb – 0.260mm
CẤU TẠO:
– Được bện 8 lõi sợi dây siêu nhỏ và siêu bền.
– Công nghệ bện dây Nhật Bản đem đến chất lượng tối ưu nhất.
– Độ mịn cao, giảm ma sát ném mồi xa hơn.
– Dài: 100 mét
– Thích hợp câu lure ,lance",https://vuadocau.com/day-du-cau-lure-pe-noeby-x8-infinite-ii-100m/,https://vuadocau.com/wp-content/uploads/2021/07/Quang-My-Ly-7h-300x300.jpg,[180000],moi_cau
Mồi Câu Nhái Hơi FrogToon V5,a1 | a2 | a3,120000,a3 | a2 | a1,0.0,,157,,"Tên sản phẩm : Nhái Thái Frog Toon V5
 Thích hợp: Câu lure cá lóc Siêu Nhạy
Loại: Mồi đi nổi trên mặt nước
Độ đi sâu : nổi trên mặt nước
Trọng lượng : 7gr
Sản Xuất : Thái Lan",https://vuadocau.com/moi-cau-nhai-hoi-frogtoon-v5/,https://vuadocau.com/wp-content/uploads/2025/12/tuong-chua-ngot-sa-pham.jpg,[120000],moi_cau
Máy Câu Đứng Shimano Twin Power 2020,c2000s | 2500 | c3000xg | c3000 | 4000 | 4000xg | c5000xg,7500000 | 7800000 | 8000000 | 8050000,,4.88,8.0,145,Doanphi Cường Người đánh giá đã mua hàng,"Máy câu cá Shimano Twin Power phiên bản 2020, đỉnh cao công nghệ tinh hoa của Shimano. Phiên bản máy câu mơ ước của những cần thủ khó tính nhất. Thích hợp làm máy câu lục, máy câu cá tra hoặc câu lure gềnh.
Thông số:
2020 Twin Power C2000S – Vòng tua: 5.1:1 – Thu dây: 69cm – Vòng bi: 9 S-ARB + 1 RB – Trọng lượng: 180g – Sức chứa dây: 1.0/80m – Giá bán 8.000.000 vnđ
2020 Twin Power 2500 – Vòng tua: 5.3:1 – Thu dây: 78cm – Vòng bi: 9 S-ARB + 1 RB – Trọng lượng: 210g – Sức chứa dây: 1.5/220m – Giá bán 7.500.000 vnđ
2020 Twin Power C3000 – Vòng tua: 5.3:1 – Thu dây: 78cm – Vòng bi: 9 S-ARB + 1 RB – Trọng lượng: 215g – Sức chứa dây: 2.0/200m – Giá bán 8.000.000 vnđ
2020 Twin Power C3000XG – Vòng tua: 5.3:1 – Thu dây: 94cm – Vòng bi: 9 S-ARB + 1 RB – Trọng lượng: 215g – Sức chứa dây: 2.0/200m – Giá bán 8.000.000 vnđ
2020 Twin Power 4000 – Vòng tua: 5.3:1 – Thu dây: 87cm – Vòng bi: 9 S-ARB + 1 RB – Trọng lượng: 255g – Sức chứa dây: 2.0/240m – Giá bán 8.000.000 vnđ
2020 Twin Power 4000XG – Vòng tua: 6.2:1 – Thu dây: 101cm – Vòng bi: 9 S-ARB + 1 RB- Trọng lượng: 260g – Sức chứa dây: 2.0/240m – Giá bán 7.800.000 vnđ
2020 Twin Power C5000XG – Vòng tua: 6.2:1 – Thu dây: 101cm – Vòng bi: 9 S-ARB + 1 RB – Trọng lượng: 260g – Sức chứa dây: 3.0/200m – Giá bán 8.050.000 vnđ",https://vuadocau.com/shimano-twin-power-2020/,https://vuadocau.com/wp-content/uploads/2025/12/regal24-3000scxh.jpg,"[7500000, 7800000, 8000000, 8050000]",may_cau_dung
Nhái Hơi Đi Chìm TNT F35 New Ver 2023,nan,80000,5 màu,0.0,,770,,"Nhái hơi đi chìm TNT F35 new ver 2023 phiên bản họa tiết siêu nhạy cá, chuyên câu lóc, sộp, câu lure sông hồ suối.
Thương hiệu và sản phẩm đã được đông đảo anh em cần thủ trải nghiệm và đánh giá rất cao.
Thông tin sản phẩm
– Kích thước: 35mm
– Trọng lượng: 8gr
– Action: chìm
– Màu sắc: 5 màu
Lưu ý: Quý khách chọn màu nào thì ghi vào phần ghi chú khi đặt hàng hoặc gọi điện thoại trực tiếp cho shop. Quý khách Không chọn màu thì chúng tôi sẽ gửi màu sắc bất kỳ.",https://vuadocau.com/nhai-hoi-di-chim-tnt-f35-new-ver-2023/,https://vuadocau.com/wp-content/uploads/2025/11/chep-thi-dau.jpg,[80000],khac
"Combo Cần Câu Siêu Khỏe Câu Ngâm, Câu Lancer, Câu Cá Tra CN05",can-2m7-may-4000 | can-2m1-may-3000 | can-2m4-may-4000,870000 | 920000 | 950000,,0.0,,106,,"Combo cần câu siêu khỏe câu ngâm, câu Lancer, câu cá Tra CN05. Bộ cần câu thích hợp cho nhiều loại hình câu cá, tải cá lên đến 12kg thỏa sức săn cá lớn.
Combo bao gồm: 
– Cần Câu Steella Maris
– Máy Câu Full Hợp Kim DEUKIO DA 2023
– Dây PE Horai size #3.0
– 2 Bộ Lancer Buộc Sẵn Lưỡi
– 5 Lưỡi Câu Đơn Câu Trắm Chép
– 5 Viên Chì Chạy Loại 6g
Chi tiết giá bán: 
Combo 2m1 + Máy 3000 giá 870.000đ
Combo 2m4 + Máy 4000 giá 920.000đ
Combo 2m7 + Máy 4000 giá 950.000đ",https://vuadocau.com/combo-can-cau-sieu-khoe-cau-ngam-cau-lancer-cau-ca-tra-cn05/,https://vuadocau.com/wp-content/uploads/2025/08/combo4k-CN06-00169.jpg,"[870000, 920000, 950000]",khac
Máy Câu Lục Shimano Surf Leader CI4+ 35SD,nan,5800000,,5.0,5.0,77,Tâm Mèo Người đánh giá đã mua hàng,"Máy câu lục Shimano Surf Leader CI4+ 35SD công nghệ CI4+ mới mạnh mẽ với lực kéo lên đến 20kg cùng với 5+1 vòng bi giúp máy hoạt động mượt mà khi tải cá lớn. Máy được tích hợp xả nhanh và chống rối dây. 
Thông số: 
Vòng Tua : 3.5
Vòng Bi : 5/1
Trọng lượng : 535g
Sức Chứa Dây : PE #1.5- 250m, #2-200m, #3-130m 
MAX Drag : 20.0kg
Thu Dây : 84cm",https://vuadocau.com/shimano-surf-leader-ci4-35sd/,https://vuadocau.com/wp-content/uploads/2021/07/Quang-My-Ly-7h-300x300.jpg,[5800000],khac
Set 10 Mồi Ruồi Câu Cá Rô Phi Cực Nhạy Tini Crank,nan,120000,,2.0,1.0,547,Trương Người đánh giá đã mua hàng,"Bộ mồi ruồi câu cá rô phi cực nhạy, đang gây sốt hiện nay. Chỉ với một cây cần lure UL quăng vài đường là lên cá, nhất là hiện nay rô phi gần như ở đâu cũng có. Mồi rất nhạy với các loại cá: Cá Chày, Cá Mương, Cá Rói, Cá Rô Phi, Cá Lóc ( đánh gần bờ) 
Các sản phẩm khách hàng nên mua kèm:
–  Hạt thẻo tàng hình hỗ trợ ném mồi xa
–  Set 12 mồi muỗi câu Rô Phi, Mương, Thểu, Ngựa Nam siêu bá đạo  
Thông số:
–  Dài 3cm
–  Nặng 1,5gram
–  Set 10 màu",https://vuadocau.com/moi-ruoi-cau-ca-ro-phi-cuc-nhay-tini-crank/,https://vuadocau.com/wp-content/uploads/2023/12/E9S-0000.jpg,[120000],moi_cau
Máy Câu Dọc Shimano Nexave,1000 | c2000s | 2500 | 2500s | 2500hg | c3000 | c3000hg | 4000hg | 4000 | c5000hg,950000 | 990000 | 1020000 | 1080000 | 1300000,,5.0,3.0,107,Vũ Xuân Mạnh Người đánh giá đã mua hàng,"Máy Câu Dọc Shimano Nexave là một mẫu máy câu tầm trung nhưng được ưu ái trang bị nhiều công nghệ mới vượt trội của Shimano. Có thể sử dụng trong môi trường nước biển và nó có thể được sử dụng ở bất kỳ điểm câu cá nào. Thiết kế bắt mắt với lớp mạ màu xanh dựa trên màu đen với giá cả phải chăng. Đạt được chất lượng Shimano đáng tin cậy với mức giá bình dân hơn.
Thông số:
1000: Gear ratio: 5.0:1 | Max darg: 3kg | Trọng lượng: 220g | Vòng bi: 3 + 1 | Thu dây: 66cm | Chứa dây PE: 0.8-240,1-190 | Giá bán: 950.000đ
C2000S: Gear ratio: 5.0:1 | Max darg: 3kg | Trọng lượng: 225g | Vòng bi: 3 + 1 | Thu dây: 66cm | PE (#-m): 1.5-120,2-85,2.5-70 | Giá bán: 990.000đ
C2500: Gear ratio: 5.0:1 | Max darg: 4kg | Trọng lượng: 250g | Vòng bi: 3 + 1 | Thu dây: 73cm | PE (#-m): 1-320,1.2-270,1.5-220 | Giá bán: 990.000đ
C2500S: Gear ratio: 5.0:1 | Max darg: 4kg | Trọng lượng: 265g | Vòng bi: 3 + 1 | Thu dây: 73cm | PE (#-m): 0.6-200,0.8-150,1-120 | Giá bán: 990.000đ
2500HG: Gear ratio: 6.2:1 | Max darg: 4kg | Trọng lượng: 250g | Vòng bi: 3 + 1 | Thu dây: 91cm | PE (#-m): 1-320,1.2-270,1.5-220 | Giá bán: 990.000đ
C3000: Gear ratio: 5.0:1 | Max darg: 9kg | Trọng lượng: 255g | Vòng bi: 3 + 1 | Thu dây: 73cm | PE (#-m): 1-400,1.5-270,2-200 | Giá bán: 1.020.000đ
C3000HG: Gear ratio: 6.2:1 | Max darg: 9kg | Trọng lượng: 255g | Vòng bi: 3 + 1 | Thu dây: 91cm | PE (#-m): 1-400,1.5-270,2-200 | Giá bán: 1.020.000đ
4000: Gear ratio: 5.2:1 | Max darg: 11kg | Trọng lượng: 305g | Vòng bi: 3 + 1 | Thu dây: 83cm | PE (#-m): 1-490,1.5-320,2-240 | Giá bán: 1.080.000đ
4000HG: Gear ratio: 5.8:1 | Max darg: 11kg | Trọng lượng: 305g | Vòng bi: 3 + 1 | Thu dây: 93cm | PE (#-m): 1-490,1.5-320,2-240 | Giá bán: 1.080.000đ
C5000HG: Gear ratio: 5.8:1 | Max darg: 11kg | Trọng lượng: 305g | Vòng bi: 3 + 1 | Thu dây: 98cm | PE (#-m): 1.5-400,2-300,3-200 | Giá bán: 1.300.000đ",https://vuadocau.com/21-shimano-nexave/,https://vuadocau.com/wp-content/uploads/2025/12/regal24-3000scxh.jpg,"[950000, 990000, 1020000, 1080000, 1300000]",khac
Cần Câu Tay Carbon 5H Thượng Thiên,3m6 | 4m5,420000 | 495000,,0.0,,31,,"Cần câu tay Thượng Thiên là sản phẩm nổi tiếng của thương hiệu đồ câu Đài Loan Liu Zi, sản phẩm phù hợp cho cần thủ muốn trải nghiệm một cây cần cao cấp với mức giá tốt nhất.
Chất liệu:
–  Carbon độ cứng 5H 
Thông số: 
–  Cần 3m6 – 4 khúc –  Chiều dài rút gọn: 110cm – Nặng: 83g – Đường kính gốc: 20mm – Đường kính ngọn: 0,62mm – Giá bán 420.000 vnđ
–  Cần 4m5 – 5 khúc –  Chiều dài rút gọn: 110cm – Nặng: 121g – Đường kính gốc: 21mm – Đường kính ngọn: 0,62mm – Giá bán 495.000 vnđ
Phí vận chuyển toàn quốc và đóng cần trong ống nhựa 60.000",https://vuadocau.com/can-cau-tay-5h-thuong-thien/,https://vuadocau.com/wp-content/uploads/2021/07/Quang-My-Ly-7h-300x300.jpg,"[420000, 495000]",can_cau_tay
"Phao Đèn Câu Đêm – Phao Đổi Màu Chống Gió, Sóng Tải Chì Lớn",h-dt001 | h-dt002 | h-dt003 | h-dt004 | h-dt005,130000,,0.0,,28,,"Phao câu đài câu trắm đêm và ngày Phao đài câu trắm, mè hoa siêu nhạy. Phao đổi màu theo chiều lên xuống khi có gió và sóng phao không đổi màu một trong những mẫu phao câu trắm bán chạy nhất hiện nay, được làm bằng nano với độ chính xác gần như tuyệt đối, phao có đồng tâm cao mang đến độ nhạy tuyệt vời khi câu trắm. 
Thông số:
H-DT001: Phao nano | Độ sâu phù hợp: 1.5 ~ 4m | Dài: 60.8cm | Ø thân: 14.2mm | Trọng lượng: 3.13g | Tải chì: 4.0g | 7 mắt | Giá bán: 130.000đ
H-DT002: Phao nano | Độ sâu phù hợp: 1.5 ~ 5m | Dài: 60.8cm | Ø thân: 14.93mm | Trọng lượng: 3.45g | Tải chì: 5.0g | 7 mắt | Giá bán: 130.000đ
H-DT003: Phao nano | Độ sâu phù hợp: 1.5 ~ 6m | Dài: 60.8cm | Ø thân: 15.15mm | Trọng lượng: 3.83g | Tải chì: 6.0g | 7 mắt | Giá bán: 130.000đ
H-DT004: Phao nano | Độ sâu phù hợp: 1.5 ~ 7m | Dài: 60.8cm | Ø thân: 16.0mm | Trọng lượng: 3.93g | Tải chì: 7.0g | 7 mắt | Giá bán: 130.000đ
H-DT005: Phao nano | Độ sâu phù hợp: 1.5 ~ 8m | Dài: 60.8cm | Ø thân: 16.2mm | Trọng lượng: 4.15g | Tải chì: 8.0g | 7 mắt | Giá bán: 130.000đ",https://vuadocau.com/phao-den-cau-dem-phao-doi-mau-tai-chi-lon/,https://vuadocau.com/wp-content/uploads/2024/12/phao-nong-sg02-3.jpg,[130000],phao
